,Brand,Year,Horsepower,Engine Cylinders,Number of Doors,Price
6396,Subaru,2015,256.0,6.0,4.0,29595
6397,Subaru,2015,175.0,4.0,4.0,26795
6398,Subaru,2015,175.0,4.0,4.0,23495
6399,Subaru,2015,175.0,4.0,4.0,21995
6400,Subaru,2015,175.0,4.0,4.0,23795
6401,Subaru,2015,175.0,4.0,4.0,21695
6402,Subaru,2016,175.0,4.0,4.0,21745
6403,Subaru,2016,175.0,4.0,4.0,26845
6404,Subaru,2016,256.0,6.0,4.0,29945
6405,Subaru,2016,175.0,4.0,4.0,23845
6406,Subaru,2016,175.0,4.0,4.0,22045
6407,Subaru,2016,175.0,4.0,4.0,27145
6408,Subaru,2016,175.0,4.0,4.0,24145
6409,Subaru,2017,256.0,6.0,4.0,31640
6410,Subaru,2017,175.0,4.0,4.0,23995
6411,Subaru,2017,175.0,4.0,4.0,21995
6412,Subaru,2017,175.0,4.0,4.0,25995
6413,Subaru,2017,175.0,4.0,4.0,28840
6414,Acura,1993,200.0,6.0,4.0,2000
6415,Acura,1993,200.0,6.0,4.0,2060
6416,Acura,1993,230.0,6.0,2.0,2042
6417,Acura,1993,200.0,6.0,4.0,2000
6418,Acura,1993,230.0,6.0,2.0,2000
6419,Acura,1994,230.0,6.0,2.0,2181
6420,Acura,1994,200.0,6.0,4.0,2028
6421,Acura,1994,200.0,6.0,4.0,2063
6422,Acura,1994,230.0,6.0,4.0,2066
6423,Acura,1994,230.0,6.0,2.0,2384
6424,Acura,1995,200.0,6.0,4.0,2356
6425,Acura,1995,230.0,6.0,2.0,2506
6426,Acura,1995,230.0,6.0,2.0,2265
6427,Acura,1995,200.0,6.0,4.0,2144
6428,Acura,1995,200.0,6.0,4.0,2135
6429,Acura,1995,230.0,6.0,4.0,2066
6430,Buick,2003,205.0,6.0,4.0,25645
6431,Buick,2003,205.0,6.0,4.0,31420
6432,Buick,2004,205.0,6.0,4.0,26040
6433,Buick,2004,205.0,6.0,4.0,32085
6434,Buick,2005,205.0,6.0,4.0,26725
6435,Buick,2005,205.0,6.0,4.0,32385
6437,Maserati,2017,345.0,6.0,4.0,72000
6439,Chrysler,1999,253.0,6.0,4.0,2000
6440,Chrysler,2000,253.0,6.0,4.0,2087
6441,Chrysler,2001,253.0,6.0,4.0,28680
6442,Subaru,1992,90.0,4.0,4.0,2000
6443,Subaru,1992,90.0,4.0,4.0,2000
6444,Subaru,1992,90.0,4.0,4.0,2000
6445,Subaru,1992,90.0,4.0,4.0,2000
6446,Subaru,1993,90.0,4.0,4.0,2000
6447,Subaru,1993,90.0,4.0,4.0,2000
6448,Subaru,1993,90.0,4.0,4.0,2000
6449,Subaru,1993,90.0,4.0,4.0,2000
6450,Subaru,1994,90.0,4.0,4.0,2000
6451,Land Rover,2013,240.0,4.0,4.0,36400
6452,Land Rover,2013,240.0,4.0,4.0,41500
6453,Land Rover,2013,240.0,4.0,4.0,38900
6454,Land Rover,2014,240.0,4.0,4.0,36600
6455,Land Rover,2014,240.0,4.0,4.0,39100
6456,Land Rover,2014,240.0,4.0,4.0,41700
6457,Land Rover,2015,240.0,4.0,4.0,36600
6458,Land Rover,2015,240.0,4.0,4.0,39100
6459,Land Rover,2015,240.0,4.0,4.0,41700
6460,Land Rover,2008,300.0,8.0,4.0,48525
6461,Land Rover,2008,300.0,8.0,4.0,54025
6462,Land Rover,2009,300.0,8.0,4.0,45975
6463,Land Rover,2014,340.0,6.0,4.0,49700
6464,Land Rover,2014,340.0,6.0,4.0,59900
6465,Land Rover,2014,340.0,6.0,4.0,54600
6466,Land Rover,2014,340.0,6.0,4.0,69279
6467,Land Rover,2015,340.0,6.0,4.0,60600
6468,Land Rover,2015,340.0,6.0,4.0,50400
6469,Land Rover,2015,340.0,6.0,4.0,55300
6470,Land Rover,2016,340.0,6.0,4.0,50400
6471,Land Rover,2016,340.0,6.0,4.0,55300
6472,Land Rover,2016,340.0,6.0,4.0,60600
6473,Lexus,1998,290.0,8.0,4.0,4207
6474,Lexus,1999,290.0,8.0,4.0,4556
6475,Lexus,2000,290.0,8.0,4.0,5035
6476,Lexus,2004,290.0,8.0,4.0,55375
6477,Lexus,2005,290.0,8.0,4.0,56225
6478,Lexus,2006,278.0,8.0,4.0,56525
6482,Lexus,2015,386.0,8.0,4.0,72520
6487,Lexus,2016,386.0,8.0,4.0,72520
6490,Lexus,2017,386.0,8.0,4.0,72520
6496,Lincoln,2004,232.0,6.0,4.0,36770
6497,Lincoln,2004,280.0,8.0,4.0,43370
6498,Lincoln,2004,232.0,6.0,4.0,36140
6499,Lincoln,2004,280.0,8.0,4.0,39970
6500,Lincoln,2004,232.0,6.0,4.0,32370
6501,Lincoln,2005,280.0,8.0,4.0,43590
6502,Lincoln,2005,232.0,6.0,4.0,32640
6503,Lincoln,2005,232.0,6.0,4.0,36360
6504,Lincoln,2005,232.0,6.0,4.0,36990
6505,Lincoln,2005,280.0,8.0,4.0,40190
6506,Lincoln,2006,280.0,8.0,4.0,39285
6507,Oldsmobile,1997,240.0,6.0,4.0,2136
6508,Oldsmobile,1997,205.0,6.0,4.0,2080
6509,Oldsmobile,1998,195.0,6.0,4.0,2283
6510,Oldsmobile,1998,240.0,6.0,4.0,2444
6511,Oldsmobile,1999,240.0,6.0,4.0,2681
6512,Oldsmobile,1999,205.0,6.0,4.0,2356
6513,Ford,1990,150.0,8.0,4.0,2000
6514,Ford,1990,150.0,8.0,4.0,2000
6519,Ford,1991,150.0,8.0,4.0,2000
6520,Ford,1991,150.0,8.0,4.0,2000
6526,Buick,2009,292.0,8.0,4.0,40205
6527,Buick,2009,227.0,6.0,4.0,32520
6528,Buick,2009,227.0,6.0,4.0,29265
6529,Buick,2009,227.0,6.0,4.0,35770
6530,Buick,2009,227.0,6.0,4.0,33120
6531,Buick,2009,227.0,6.0,4.0,35270
6532,Buick,2009,227.0,6.0,4.0,30770
6533,Buick,2009,227.0,6.0,4.0,34670
6534,Buick,2010,227.0,6.0,4.0,35730
6535,Buick,2010,227.0,6.0,4.0,30930
6536,Buick,2010,227.0,6.0,4.0,34830
6537,Buick,2010,227.0,6.0,4.0,33230
6538,Buick,2010,227.0,6.0,4.0,32730
6539,Buick,2010,292.0,8.0,4.0,42515
6540,Buick,2010,227.0,6.0,4.0,29230
6541,Buick,2010,227.0,6.0,4.0,35625
6542,Buick,2010,227.0,6.0,4.0,36230
6543,Buick,2011,227.0,6.0,4.0,29730
6544,Buick,2011,227.0,6.0,4.0,35675
6545,Buick,2011,227.0,6.0,4.0,33130
6546,Buick,2011,292.0,8.0,4.0,44460
6547,Chevrolet,1994,120.0,6.0,3.0,2000
6548,Chevrolet,1994,120.0,6.0,3.0,2000
6549,Chevrolet,1995,120.0,6.0,3.0,2000
6550,Chevrolet,1995,120.0,6.0,3.0,2000
6551,Chevrolet,1996,180.0,6.0,3.0,2000
6552,Chevrolet,1996,180.0,6.0,3.0,2000
6553,Chevrolet,1999,160.0,6.0,4.0,2000
6555,Chevrolet,1999,200.0,6.0,4.0,2044
6556,Chevrolet,2000,175.0,6.0,4.0,2100
6557,Chevrolet,2001,175.0,6.0,4.0,18890
6558,Lexus,1996,212.0,6.0,4.0,3667
6559,Lexus,1997,212.0,6.0,4.0,4282
6560,Lexus,2005,235.0,8.0,4.0,65225
6561,Lexus,2006,275.0,8.0,4.0,67395
6562,Lexus,2007,268.0,8.0,4.0,67395
6566,Mercedes-Benz,2013,240.0,6.0,4.0,51270
6568,Mercedes-Benz,2013,402.0,8.0,4.0,58800
6569,Mercedes-Benz,2013,302.0,6.0,4.0,49770
6570,Mercedes-Benz,2013,302.0,6.0,4.0,47270
6572,Mercedes-Benz,2014,240.0,6.0,4.0,51790
6573,Mercedes-Benz,2014,302.0,6.0,4.0,50290
6574,Mercedes-Benz,2014,402.0,8.0,4.0,59450
6575,Mercedes-Benz,2014,302.0,6.0,4.0,47790
6576,Mercedes-Benz,2015,329.0,6.0,4.0,62900
6577,Mercedes-Benz,2015,302.0,6.0,4.0,48300
6580,Mercedes-Benz,2015,302.0,6.0,4.0,50800
6581,BMW,2016,365.0,6.0,2.0,51700
6582,BMW,2017,365.0,6.0,2.0,51700
6583,Infiniti,1990,162.0,6.0,2.0,2000
6584,Infiniti,1991,162.0,6.0,2.0,2000
6585,Infiniti,1991,162.0,6.0,2.0,2000
6586,Infiniti,1992,162.0,6.0,2.0,2000
6587,Infiniti,1992,162.0,6.0,2.0,2000
6588,Infiniti,2008,275.0,6.0,4.0,43900
6589,Infiniti,2008,275.0,6.0,4.0,45650
6590,Infiniti,2009,303.0,6.0,4.0,45800
6591,Infiniti,2009,275.0,6.0,4.0,47950
6592,Infiniti,2010,303.0,6.0,4.0,45800
6593,Infiniti,2010,303.0,6.0,4.0,47950
6594,Infiniti,2011,330.0,6.0,4.0,49200
6595,Infiniti,2011,330.0,6.0,4.0,47050
6596,BMW,2015,425.0,6.0,4.0,62000
6597,BMW,2016,425.0,6.0,4.0,63500
6598,BMW,2017,425.0,6.0,4.0,64000
6600,Infiniti,2008,325.0,8.0,4.0,50250
6601,Infiniti,2008,325.0,8.0,4.0,52750
6602,Infiniti,2009,325.0,8.0,4.0,52150
6603,Infiniti,2009,325.0,8.0,4.0,54650
6604,Infiniti,2010,325.0,8.0,4.0,54650
6605,Infiniti,2010,325.0,8.0,4.0,52150
6606,BMW,2015,425.0,6.0,2.0,64200
6607,BMW,2015,425.0,6.0,2.0,72500
6608,BMW,2016,425.0,6.0,2.0,74200
6609,BMW,2016,425.0,6.0,2.0,65700
6610,BMW,2017,425.0,6.0,2.0,74700
6611,BMW,2017,425.0,6.0,2.0,66200
6612,Infiniti,2011,420.0,8.0,4.0,60950
6613,Infiniti,2011,420.0,8.0,4.0,58450
6626,Porsche,2015,400.0,6.0,4.0,72300
6627,Porsche,2015,340.0,6.0,4.0,49900
6628,Porsche,2016,340.0,6.0,4.0,52600
6629,Porsche,2016,400.0,6.0,4.0,73900
6630,Porsche,2017,360.0,6.0,4.0,67200
6631,Porsche,2017,340.0,6.0,4.0,54400
6633,Porsche,2017,252.0,4.0,4.0,47500
6634,Dodge,2006,340.0,8.0,4.0,32855
6635,Dodge,2006,340.0,8.0,4.0,30855
6636,Dodge,2006,190.0,6.0,4.0,22680
6637,Dodge,2006,250.0,6.0,4.0,29100
6638,Dodge,2006,425.0,8.0,4.0,37320
6639,Dodge,2007,250.0,6.0,4.0,29860
6640,Dodge,2007,190.0,6.0,4.0,23370
6641,Dodge,2007,340.0,8.0,4.0,31515
6642,Dodge,2007,340.0,8.0,4.0,33615
6643,Dodge,2007,425.0,8.0,4.0,37795
6644,Dodge,2008,425.0,8.0,4.0,38105
6645,Dodge,2008,340.0,8.0,4.0,33880
6646,Dodge,2008,250.0,6.0,4.0,27225
6647,Dodge,2008,250.0,6.0,4.0,29855
6648,Dodge,2008,340.0,8.0,4.0,31780
6649,Dodge,2008,178.0,6.0,4.0,23420
6650,Chevrolet,2008,219.0,6.0,4.0,20320
6651,Chevrolet,2008,145.0,4.0,4.0,17935
6652,Chevrolet,2008,219.0,6.0,4.0,19695
6653,Chevrolet,2008,164.0,4.0,4.0,23640
6654,Chevrolet,2009,164.0,4.0,4.0,25555
6655,Chevrolet,2010,164.0,4.0,4.0,25925
6656,Chevrolet,2016,197.0,4.0,4.0,23835
6657,Chevrolet,2016,197.0,4.0,4.0,22565
6658,Chevrolet,2016,197.0,4.0,4.0,28420
6660,Chevrolet,2005,200.0,6.0,4.0,24610
6661,Chevrolet,2005,200.0,6.0,4.0,21465
6662,Chevrolet,2005,200.0,6.0,4.0,20965
6663,Chevrolet,2006,201.0,6.0,4.0,23465
6664,Chevrolet,2006,201.0,6.0,4.0,20165
6665,Chevrolet,2006,240.0,6.0,4.0,23265
6666,Chevrolet,2006,201.0,6.0,4.0,19565
6667,Chevrolet,2007,217.0,6.0,4.0,20575
6668,Chevrolet,2007,217.0,6.0,4.0,19795
6669,Chevrolet,2007,240.0,6.0,4.0,23710
6670,Chevrolet,2007,217.0,6.0,4.0,23915
6671,Chevrolet,2015,196.0,4.0,4.0,28195
6672,Chevrolet,2015,196.0,4.0,4.0,25470
6673,Chevrolet,2015,259.0,4.0,4.0,30355
6674,Chevrolet,2015,196.0,4.0,4.0,22340
6675,Chevrolet,2015,259.0,4.0,4.0,27005
6676,Chevrolet,2015,196.0,4.0,4.0,23610
6678,Chevrolet,2016,160.0,4.0,4.0,21625
6679,Chevrolet,2016,250.0,4.0,4.0,28620
6681,Chevrolet,2016,250.0,4.0,4.0,30920
6682,Chevrolet,2016,160.0,4.0,4.0,23120
6683,Chevrolet,2016,160.0,4.0,4.0,25020
6685,Chevrolet,2017,160.0,4.0,4.0,25125
6687,Chevrolet,2017,160.0,4.0,4.0,21680
6688,Chevrolet,2017,250.0,4.0,4.0,30975
6689,Chevrolet,2017,160.0,4.0,4.0,23225
6690,Lincoln,2006,300.0,8.0,4.0,38680
6691,Lincoln,2006,300.0,8.0,4.0,42235
6692,Lincoln,2007,300.0,8.0,4.0,41225
6693,Lincoln,2007,300.0,8.0,4.0,41525
6694,Lincoln,2007,300.0,8.0,4.0,38425
6695,Lincoln,2007,300.0,8.0,4.0,38125
6696,Lincoln,2008,300.0,8.0,4.0,38915
6697,Lincoln,2008,300.0,8.0,4.0,42015
6698,Lincoln,2008,300.0,8.0,4.0,41715
6699,Lincoln,2008,300.0,8.0,4.0,38615
6700,Lincoln,1996,280.0,8.0,2.0,2000
6702,Lincoln,1997,280.0,8.0,2.0,2263
6703,Lincoln,1997,280.0,8.0,2.0,2209
6704,Lincoln,1998,280.0,8.0,2.0,2411
6705,Lincoln,1998,290.0,8.0,2.0,2459
6706,Lincoln,1990,225.0,8.0,2.0,2000
6708,Lincoln,1991,225.0,8.0,2.0,2000
6710,Lincoln,1992,225.0,8.0,2.0,2000
6712,Toyota,2011,132.0,4.0,4.0,19685
6713,Toyota,2011,158.0,4.0,4.0,20755
6714,Toyota,2011,158.0,4.0,4.0,19565
6715,Toyota,2011,158.0,4.0,4.0,21715
6716,Toyota,2011,132.0,4.0,4.0,18845
6717,Toyota,2012,158.0,4.0,4.0,21715
6718,Toyota,2012,132.0,4.0,4.0,18845
6719,Toyota,2012,158.0,4.0,4.0,20755
6720,Toyota,2012,132.0,4.0,4.0,19685
6721,Toyota,2012,158.0,4.0,4.0,19565
6722,Toyota,2013,132.0,4.0,4.0,20115
6723,Toyota,2013,158.0,4.0,4.0,22415
6724,Toyota,2013,158.0,4.0,4.0,20265
6725,Toyota,2013,158.0,4.0,4.0,21455
6726,Toyota,2013,132.0,4.0,4.0,19275
6727,Nissan,2014,290.0,6.0,4.0,34380
6728,Nissan,2014,290.0,6.0,4.0,31290
6729,Nissan,2016,300.0,6.0,4.0,36990
6730,Nissan,2016,300.0,6.0,4.0,34490
6731,Nissan,2016,300.0,6.0,4.0,32510
6732,Nissan,2016,300.0,6.0,4.0,39960
6733,Nissan,2016,300.0,6.0,4.0,37770
6734,Nissan,2017,300.0,6.0,4.0,34590
6735,Nissan,2017,300.0,6.0,4.0,37090
6736,Nissan,2017,300.0,6.0,4.0,40040
6737,Nissan,2017,300.0,6.0,4.0,32610
6738,Nissan,2017,300.0,6.0,4.0,37870
6741,Mazda,2011,263.0,4.0,4.0,23700
6742,Mazda,2012,263.0,4.0,4.0,24000
6743,Mazda,2013,263.0,4.0,4.0,24200
6744,Mazda,2006,274.0,4.0,4.0,27995
6745,Mazda,2006,274.0,4.0,4.0,29925
6746,Mazda,2007,274.0,4.0,4.0,29925
6747,Mazda,2007,274.0,4.0,4.0,27995
6748,Mazda,2004,178.0,4.0,2.0,25730
6749,Mazda,2005,178.0,4.0,2.0,25780
6750,Mazda,2005,178.0,4.0,2.0,26580
6751,Mazda,2003,170.0,4.0,4.0,20480
6752,Mazda,2003,170.0,4.0,4.0,19980
6753,BMW,2001,315.0,6.0,2.0,44990
6754,BMW,2001,315.0,6.0,2.0,45990
6755,BMW,2002,315.0,6.0,2.0,44990
6756,BMW,2006,330.0,6.0,2.0,49300
6757,BMW,2006,330.0,6.0,2.0,51300
6758,Acura,2015,290.0,6.0,4.0,44565
6759,Acura,2015,290.0,6.0,4.0,48840
6760,Acura,2015,290.0,6.0,4.0,50840
6761,Acura,2015,290.0,6.0,4.0,42565
6762,Acura,2015,290.0,6.0,4.0,48840
6763,Acura,2015,290.0,6.0,4.0,46840
6764,Acura,2015,290.0,6.0,4.0,56780
6765,Acura,2015,290.0,6.0,4.0,54780
6766,Acura,2016,290.0,6.0,4.0,43015
6767,Acura,2016,290.0,6.0,4.0,49440
6768,Acura,2016,290.0,6.0,4.0,46515
6769,Acura,2016,290.0,6.0,4.0,44515
6770,Acura,2016,290.0,6.0,4.0,55230
6771,Acura,2016,290.0,6.0,4.0,45015
6772,Acura,2016,290.0,6.0,4.0,53230
6773,Acura,2016,290.0,6.0,4.0,52640
6774,Acura,2016,290.0,6.0,4.0,51440
6775,Acura,2016,290.0,6.0,4.0,50640
6776,Acura,2016,290.0,6.0,4.0,55230
6777,Acura,2016,290.0,6.0,4.0,49440
6778,Acura,2016,290.0,6.0,4.0,47440
6779,Acura,2016,290.0,6.0,4.0,48640
6780,Acura,2016,290.0,6.0,4.0,50640
6781,Acura,2016,290.0,6.0,4.0,57230
6782,Acura,2017,290.0,6.0,4.0,56400
6783,Acura,2017,290.0,6.0,4.0,48360
6784,Acura,2017,290.0,6.0,4.0,50360
6785,Acura,2017,290.0,6.0,4.0,52360
6786,Acura,2017,290.0,6.0,4.0,58400
6787,Acura,2017,290.0,6.0,4.0,56400
6788,Acura,2017,290.0,6.0,4.0,43950
6789,Acura,2017,290.0,6.0,4.0,50360
6790,Acura,2017,290.0,6.0,4.0,45950
6791,Acura,2017,290.0,6.0,4.0,54400
6792,Mercedes-Benz,2016,208.0,4.0,4.0,32500
6793,Mercedes-Benz,2016,208.0,4.0,3.0,28950
6797,Chevrolet,2000,79.0,4.0,4.0,2000
6799,Chevrolet,2000,79.0,4.0,2.0,2000
6800,Chevrolet,2001,79.0,4.0,4.0,12515
6801,Mitsubishi,1994,116.0,4.0,2.0,2000
6802,Mitsubishi,1994,116.0,6.0,2.0,2000
6803,Mitsubishi,1994,151.0,4.0,2.0,2000
6804,Mitsubishi,1995,116.0,4.0,2.0,2000
6805,Mitsubishi,1996,116.0,4.0,2.0,2000
6806,Mazda,2000,210.0,6.0,4.0,2381
6807,Mazda,2000,210.0,6.0,4.0,2337
6808,Mazda,2000,170.0,6.0,4.0,2138
6809,Mazda,2001,210.0,6.0,4.0,31025
6810,Mazda,2001,170.0,6.0,4.0,28025
6811,Mazda,2002,170.0,6.0,4.0,28075
6812,Mazda,2002,210.0,6.0,4.0,31075
6813,Mazda,2002,210.0,6.0,4.0,31675
6814,Mazda,2002,170.0,6.0,4.0,28875
6815,Infiniti,2012,330.0,6.0,4.0,49850
6816,Infiniti,2012,330.0,6.0,4.0,47700
6817,Infiniti,2012,360.0,6.0,4.0,53700
6818,Infiniti,2012,420.0,8.0,4.0,59200
6819,Infiniti,2012,420.0,8.0,4.0,61700
6820,Infiniti,2013,420.0,8.0,4.0,61200
6821,Infiniti,2013,360.0,6.0,4.0,54750
6822,Infiniti,2013,330.0,6.0,4.0,48700
6823,Infiniti,2013,420.0,8.0,4.0,63700
6824,Infiniti,2013,330.0,6.0,4.0,50850
6842,Lincoln,2015,240.0,4.0,4.0,46030
6843,Lincoln,2015,240.0,4.0,4.0,35595
6844,Lincoln,2015,240.0,4.0,4.0,33100
6845,Lincoln,2015,240.0,4.0,4.0,48525
6846,Lincoln,2016,240.0,4.0,4.0,46455
6847,Lincoln,2016,240.0,4.0,4.0,42955
6848,Lincoln,2016,240.0,4.0,4.0,48950
6849,Lincoln,2016,240.0,4.0,4.0,40460
6850,Lincoln,2016,240.0,4.0,4.0,33260
6851,Lincoln,2016,240.0,4.0,4.0,39585
6852,Lincoln,2016,240.0,4.0,4.0,37090
6853,Lincoln,2016,240.0,4.0,4.0,35755
6854,Lincoln,2017,240.0,4.0,4.0,41895
6855,Lincoln,2017,240.0,4.0,4.0,35720
6856,Lincoln,2017,240.0,4.0,4.0,35130
6857,Lincoln,2017,240.0,4.0,4.0,32720
6858,Lincoln,2017,240.0,4.0,4.0,39485
6859,Lincoln,2017,240.0,4.0,4.0,38125
6860,Lincoln,2017,240.0,4.0,4.0,45475
6861,Lincoln,2017,240.0,4.0,4.0,47880
6862,Lincoln,2014,304.0,6.0,4.0,38850
6863,Lincoln,2014,304.0,6.0,4.0,40845
6864,Lincoln,2014,365.0,6.0,4.0,45840
6865,Lincoln,2015,365.0,6.0,4.0,45840
6866,Lincoln,2015,305.0,6.0,4.0,38850
6867,Lincoln,2015,305.0,6.0,4.0,40845
6868,Lincoln,2016,350.0,6.0,4.0,41005
6869,Lincoln,2016,350.0,6.0,4.0,39010
6870,Lincoln,2016,365.0,6.0,4.0,46000
6871,Lincoln,2015,365.0,6.0,4.0,45205
6872,Lincoln,2015,303.0,6.0,4.0,43210
6873,Lincoln,2016,303.0,6.0,4.0,43370
6874,Lincoln,2016,365.0,6.0,4.0,45365
6875,Lincoln,2017,303.0,6.0,4.0,43530
6876,Lincoln,2017,365.0,6.0,4.0,49025
6877,Lincoln,2015,305.0,6.0,4.0,40850
6878,Lincoln,2015,305.0,6.0,4.0,38900
6879,Lincoln,2016,303.0,6.0,4.0,44045
6880,Lincoln,2016,303.0,6.0,4.0,47810
6881,Lincoln,2016,303.0,6.0,4.0,53475
6882,Lincoln,2016,303.0,6.0,4.0,38260
6883,Lincoln,2016,303.0,6.0,4.0,55970
6884,Lincoln,2016,303.0,6.0,4.0,45315
6885,Lincoln,2016,303.0,6.0,4.0,40755
6886,Lincoln,2016,303.0,6.0,4.0,41550
6887,Lincoln,2017,303.0,6.0,4.0,38260
6888,Lincoln,2017,303.0,6.0,4.0,44045
6889,Lincoln,2017,303.0,6.0,4.0,48055
6890,Lincoln,2017,303.0,6.0,4.0,45560
6891,Lincoln,2017,303.0,6.0,4.0,53475
6892,Lincoln,2017,303.0,6.0,4.0,40755
6893,Lincoln,2017,303.0,6.0,4.0,41550
6894,Lincoln,2017,303.0,6.0,4.0,55970
6896,Lincoln,2015,231.0,4.0,4.0,45555
6897,Lincoln,2015,231.0,4.0,4.0,35190
6899,Lincoln,2015,231.0,4.0,4.0,37080
6901,Lincoln,2015,231.0,4.0,4.0,47445
6902,Lincoln,2016,231.0,4.0,4.0,37080
6904,Lincoln,2016,231.0,4.0,4.0,45605
6905,Lincoln,2016,231.0,4.0,4.0,47495
6907,Lincoln,2016,231.0,4.0,4.0,35190
6909,Lincoln,2017,245.0,4.0,4.0,36900
6911,Lincoln,2017,245.0,4.0,4.0,39510
6912,Lincoln,2017,245.0,4.0,4.0,49560
6913,Lincoln,2017,245.0,4.0,4.0,35010
6914,Lincoln,2017,245.0,4.0,4.0,41400
6915,Lincoln,2017,245.0,4.0,4.0,47670
6917,Lincoln,2017,245.0,4.0,4.0,36760
6919,Lincoln,2017,245.0,4.0,4.0,38650
6920,Mercedes-Benz,2000,342.0,8.0,4.0,5650
6939,Dodge,1990,150.0,6.0,4.0,2000
6941,Dodge,1991,150.0,6.0,4.0,2000
6943,Dodge,1992,150.0,6.0,4.0,2000
6945,Pontiac,2006,201.0,6.0,4.0,24250
6946,Pontiac,2006,196.0,6.0,4.0,27750
6947,Pontiac,2003,185.0,6.0,4.0,26140
6948,Pontiac,2003,185.0,6.0,4.0,33790
6949,Pontiac,2003,185.0,6.0,4.0,25815
6950,Pontiac,2003,185.0,6.0,4.0,30540
6951,Pontiac,2003,185.0,6.0,4.0,27590
6952,Pontiac,2003,185.0,6.0,4.0,24165
6953,Pontiac,2003,185.0,6.0,4.0,29740
6954,Pontiac,2004,185.0,6.0,4.0,23335
6955,Pontiac,2004,185.0,6.0,4.0,31035
6956,Pontiac,2004,185.0,6.0,4.0,25885
6957,Pontiac,2004,185.0,6.0,4.0,30235
6958,Pontiac,2005,200.0,6.0,4.0,30210
6959,Pontiac,2005,185.0,6.0,4.0,26040
6960,Pontiac,2005,200.0,6.0,4.0,24520
6961,Pontiac,2005,200.0,6.0,4.0,27890
6962,Pontiac,2005,185.0,6.0,4.0,30420
6963,Pontiac,2005,200.0,6.0,4.0,27700
6964,Chevrolet,2005,180.0,6.0,2.0,22280
6965,Chevrolet,2005,200.0,6.0,2.0,24690
6966,Chevrolet,2005,240.0,6.0,2.0,28355
6967,Chevrolet,2006,242.0,6.0,2.0,24930
6968,Chevrolet,2006,211.0,6.0,2.0,20830
6969,Chevrolet,2006,303.0,8.0,2.0,26330
6970,Chevrolet,2006,211.0,6.0,2.0,20330
6971,Chevrolet,2006,242.0,6.0,2.0,23430
6972,Chevrolet,2007,303.0,8.0,2.0,27740
6973,Chevrolet,2007,211.0,6.0,2.0,22625
6974,Chevrolet,2007,211.0,6.0,2.0,21015
6975,Mitsubishi,2002,197.0,6.0,4.0,27607
6976,Mitsubishi,2002,165.0,6.0,4.0,27777
6977,Mitsubishi,2002,197.0,6.0,4.0,29627
6978,Mitsubishi,2002,165.0,6.0,4.0,22777
6979,Mitsubishi,2002,197.0,6.0,4.0,32887
6980,Mitsubishi,2002,197.0,6.0,4.0,31317
6981,Mitsubishi,2002,165.0,6.0,4.0,25087
6982,Mitsubishi,2002,165.0,6.0,4.0,25637
6983,Mitsubishi,2003,165.0,6.0,4.0,27777
6984,Mitsubishi,2003,165.0,6.0,4.0,25217
6985,Mitsubishi,2003,197.0,6.0,4.0,27607
6986,Mitsubishi,2003,165.0,6.0,4.0,22907
6987,Mitsubishi,2003,197.0,6.0,4.0,32887
6988,Mitsubishi,2003,197.0,6.0,4.0,29627
6989,Mitsubishi,2003,165.0,6.0,4.0,25637
6990,Mitsubishi,2003,197.0,6.0,4.0,31317
6991,Mitsubishi,2004,197.0,6.0,4.0,26199
6992,Mitsubishi,2004,197.0,6.0,4.0,25999
6993,Mitsubishi,2004,197.0,6.0,4.0,28199
6994,Mitsubishi,2004,197.0,6.0,4.0,23999
6995,Mitsubishi,2004,215.0,6.0,4.0,34999
6996,Mitsubishi,2005,215.0,6.0,4.0,35799
6997,Mitsubishi,2006,215.0,6.0,4.0,36159
7000,Mazda,2004,200.0,6.0,4.0,28460
7001,Mazda,2004,200.0,6.0,4.0,23490
7002,Mazda,2005,200.0,6.0,4.0,28515
7003,Mazda,2005,200.0,6.0,4.0,22115
7004,Mazda,2005,200.0,6.0,4.0,22950
7005,Mazda,2006,200.0,6.0,4.0,28515
7006,Mazda,2006,200.0,6.0,4.0,22950
7007,Mazda,2006,200.0,6.0,4.0,22115
7008,Toyota,2003,138.0,4.0,2.0,25645
7009,Toyota,2003,138.0,4.0,2.0,24645
7010,Toyota,2004,138.0,4.0,2.0,25895
7011,Toyota,2004,138.0,4.0,2.0,24895
7012,Toyota,2005,138.0,4.0,2.0,26145
7013,Toyota,2005,138.0,4.0,2.0,25145
7014,Toyota,1993,135.0,4.0,2.0,2000
7015,Toyota,1993,200.0,4.0,2.0,2078
7016,Toyota,1994,200.0,4.0,2.0,2254
7017,Toyota,1994,135.0,4.0,2.0,2000
7018,Toyota,1995,135.0,4.0,2.0,2038
7019,Toyota,1995,200.0,4.0,2.0,2462
7024,Nissan,2012,265.0,6.0,2.0,44540
7025,Nissan,2013,265.0,6.0,2.0,44540
7026,Nissan,2014,265.0,6.0,2.0,41995
7027,Nissan,2015,260.0,6.0,4.0,39000
7028,Nissan,2015,260.0,6.0,4.0,38550
7029,Nissan,2015,260.0,6.0,4.0,40600
7030,Nissan,2015,260.0,6.0,4.0,36950
7031,Nissan,2015,260.0,6.0,4.0,34220
7032,Nissan,2015,260.0,6.0,4.0,29560
7033,Nissan,2015,260.0,6.0,4.0,32620
