Brand,Year,Horsepower,Engine Cylinders,Number of Doors,Price
Acura,2016,290.0,6.0,4.0,50640
Acura,2016,290.0,6.0,4.0,55230
Acura,2016,290.0,6.0,4.0,49440
Acura,2016,290.0,6.0,4.0,47440
Acura,2016,290.0,6.0,4.0,48640
Acura,2016,290.0,6.0,4.0,50640
Acura,2016,290.0,6.0,4.0,57230
Acura,2017,290.0,6.0,4.0,56400
Acura,2017,290.0,6.0,4.0,48360
Acura,2017,290.0,6.0,4.0,50360
Acura,2017,290.0,6.0,4.0,52360
Acura,2017,290.0,6.0,4.0,58400
Acura,2017,290.0,6.0,4.0,56400
Acura,2017,290.0,6.0,4.0,43950
Acura,2017,290.0,6.0,4.0,50360
Acura,2017,290.0,6.0,4.0,45950
Acura,2017,290.0,6.0,4.0,54400
Mercedes-Benz,2016,208.0,4.0,4.0,32500
Mercedes-Benz,2016,208.0,4.0,3.0,28950
Chevrolet,2000,79.0,4.0,4.0,2000
Chevrolet,2000,79.0,4.0,2.0,2000
Chevrolet,2001,79.0,4.0,4.0,12515
Mazda,2000,210.0,6.0,4.0,2381
Mazda,2000,210.0,6.0,4.0,2337
Mazda,2000,170.0,6.0,4.0,2138
Mazda,2001,210.0,6.0,4.0,31025
Mazda,2001,170.0,6.0,4.0,28025
Mazda,2002,170.0,6.0,4.0,28075
Mazda,2002,210.0,6.0,4.0,31075
Mazda,2002,210.0,6.0,4.0,31675
Mazda,2002,170.0,6.0,4.0,28875
Infiniti,2012,330.0,6.0,4.0,49850
Infiniti,2012,330.0,6.0,4.0,47700
Infiniti,2012,360.0,6.0,4.0,53700
Infiniti,2012,420.0,8.0,4.0,59200
Infiniti,2012,420.0,8.0,4.0,61700
Infiniti,2013,420.0,8.0,4.0,61200
Infiniti,2013,360.0,6.0,4.0,54750
Infiniti,2013,330.0,6.0,4.0,48700
Infiniti,2013,420.0,8.0,4.0,63700
Infiniti,2013,330.0,6.0,4.0,50850
Lincoln,2015,240.0,4.0,4.0,46030
Lincoln,2015,240.0,4.0,4.0,35595
Lincoln,2015,240.0,4.0,4.0,33100
Lincoln,2015,240.0,4.0,4.0,48525
Lincoln,2016,240.0,4.0,4.0,46455
Lincoln,2016,240.0,4.0,4.0,42955
Lincoln,2016,240.0,4.0,4.0,48950
Lincoln,2016,240.0,4.0,4.0,40460
Lincoln,2016,240.0,4.0,4.0,33260
Lincoln,2016,240.0,4.0,4.0,39585
Lincoln,2016,240.0,4.0,4.0,37090
Lincoln,2016,240.0,4.0,4.0,35755
Lincoln,2017,240.0,4.0,4.0,41895
Lincoln,2017,240.0,4.0,4.0,35720
Lincoln,2017,240.0,4.0,4.0,35130
Lincoln,2017,240.0,4.0,4.0,32720
Lincoln,2017,240.0,4.0,4.0,39485
Lincoln,2017,240.0,4.0,4.0,38125
Lincoln,2017,240.0,4.0,4.0,45475
Lincoln,2017,240.0,4.0,4.0,47880
Lincoln,2014,304.0,6.0,4.0,38850
Lincoln,2014,304.0,6.0,4.0,40845
Lincoln,2014,365.0,6.0,4.0,45840
Lincoln,2015,365.0,6.0,4.0,45840
Lincoln,2015,305.0,6.0,4.0,38850
Lincoln,2015,305.0,6.0,4.0,40845
Lincoln,2016,350.0,6.0,4.0,41005
Lincoln,2016,350.0,6.0,4.0,39010
Lincoln,2016,365.0,6.0,4.0,46000
Lincoln,2015,365.0,6.0,4.0,45205
Lincoln,2015,303.0,6.0,4.0,43210
Lincoln,2016,303.0,6.0,4.0,43370
Lincoln,2016,365.0,6.0,4.0,45365
Lincoln,2017,303.0,6.0,4.0,43530
Lincoln,2017,365.0,6.0,4.0,49025
Lincoln,2015,305.0,6.0,4.0,40850
Lincoln,2015,305.0,6.0,4.0,38900
Lincoln,2016,303.0,6.0,4.0,44045
Lincoln,2016,303.0,6.0,4.0,47810
Lincoln,2016,303.0,6.0,4.0,53475
Lincoln,2016,303.0,6.0,4.0,38260
Lincoln,2016,303.0,6.0,4.0,55970
Lincoln,2016,303.0,6.0,4.0,45315
Lincoln,2016,303.0,6.0,4.0,40755
Lincoln,2016,303.0,6.0,4.0,41550
Lincoln,2017,303.0,6.0,4.0,38260
Lincoln,2017,303.0,6.0,4.0,44045
Lincoln,2017,303.0,6.0,4.0,48055
Lincoln,2017,303.0,6.0,4.0,45560
Lincoln,2017,303.0,6.0,4.0,53475
Lincoln,2017,303.0,6.0,4.0,40755
Lincoln,2017,303.0,6.0,4.0,41550
Lincoln,2017,303.0,6.0,4.0,55970
Lincoln,2015,231.0,4.0,4.0,45555
Lincoln,2015,231.0,4.0,4.0,35190
Lincoln,2015,231.0,4.0,4.0,37080
Lincoln,2015,231.0,4.0,4.0,47445
Lincoln,2016,231.0,4.0,4.0,37080
Lincoln,2016,231.0,4.0,4.0,45605
Lincoln,2016,231.0,4.0,4.0,47495
Lincoln,2016,231.0,4.0,4.0,35190
Lincoln,2017,245.0,4.0,4.0,36900
Lincoln,2017,245.0,4.0,4.0,39510
Lincoln,2017,245.0,4.0,4.0,49560
Lincoln,2017,245.0,4.0,4.0,35010
Lincoln,2017,245.0,4.0,4.0,41400
Lincoln,2017,245.0,4.0,4.0,47670
Lincoln,2017,245.0,4.0,4.0,36760
Lincoln,2017,245.0,4.0,4.0,38650
Mercedes-Benz,2000,342.0,8.0,4.0,5650
Pontiac,2006,201.0,6.0,4.0,24250
Pontiac,2006,196.0,6.0,4.0,27750
Pontiac,2003,185.0,6.0,4.0,26140
Pontiac,2003,185.0,6.0,4.0,33790
Pontiac,2003,185.0,6.0,4.0,25815
Pontiac,2003,185.0,6.0,4.0,30540
Pontiac,2003,185.0,6.0,4.0,27590
Pontiac,2003,185.0,6.0,4.0,24165
Pontiac,2003,185.0,6.0,4.0,29740
Pontiac,2004,185.0,6.0,4.0,23335
Pontiac,2004,185.0,6.0,4.0,31035
Pontiac,2004,185.0,6.0,4.0,25885
Pontiac,2004,185.0,6.0,4.0,30235
Pontiac,2005,200.0,6.0,4.0,30210
Pontiac,2005,185.0,6.0,4.0,26040
Pontiac,2005,200.0,6.0,4.0,24520
Pontiac,2005,200.0,6.0,4.0,27890
Pontiac,2005,185.0,6.0,4.0,30420
Pontiac,2005,200.0,6.0,4.0,27700
Chevrolet,2005,180.0,6.0,2.0,22280
Chevrolet,2005,200.0,6.0,2.0,24690
Chevrolet,2005,240.0,6.0,2.0,28355
Chevrolet,2006,242.0,6.0,2.0,24930
Chevrolet,2006,211.0,6.0,2.0,20830
Chevrolet,2006,303.0,8.0,2.0,26330
Chevrolet,2006,211.0,6.0,2.0,20330
Chevrolet,2006,242.0,6.0,2.0,23430
Chevrolet,2007,303.0,8.0,2.0,27740
Chevrolet,2007,211.0,6.0,2.0,22625
Chevrolet,2007,211.0,6.0,2.0,21015
Mitsubishi,2002,197.0,6.0,4.0,27607
Mitsubishi,2002,165.0,6.0,4.0,27777
Mitsubishi,2002,197.0,6.0,4.0,29627
Mitsubishi,2002,165.0,6.0,4.0,22777
Mitsubishi,2002,197.0,6.0,4.0,32887
Mitsubishi,2002,197.0,6.0,4.0,31317
Mitsubishi,2002,165.0,6.0,4.0,25087
Mitsubishi,2002,165.0,6.0,4.0,25637
Mitsubishi,2003,165.0,6.0,4.0,27777
Mitsubishi,2003,165.0,6.0,4.0,25217
Mitsubishi,2003,197.0,6.0,4.0,27607
Mitsubishi,2003,165.0,6.0,4.0,22907
Mitsubishi,2003,197.0,6.0,4.0,32887
Mitsubishi,2003,197.0,6.0,4.0,29627
Mitsubishi,2003,165.0,6.0,4.0,25637
Mitsubishi,2003,197.0,6.0,4.0,31317
Mitsubishi,2004,197.0,6.0,4.0,26199
Mitsubishi,2004,197.0,6.0,4.0,25999
Mitsubishi,2004,197.0,6.0,4.0,28199
Mitsubishi,2004,197.0,6.0,4.0,23999
Mitsubishi,2004,215.0,6.0,4.0,34999
Mitsubishi,2005,215.0,6.0,4.0,35799
Mitsubishi,2006,215.0,6.0,4.0,36159
Mazda,2004,200.0,6.0,4.0,28460
Mazda,2004,200.0,6.0,4.0,23490
Mazda,2005,200.0,6.0,4.0,28515
Mazda,2005,200.0,6.0,4.0,22115
Mazda,2005,200.0,6.0,4.0,22950
Mazda,2006,200.0,6.0,4.0,28515
Mazda,2006,200.0,6.0,4.0,22950
Mazda,2006,200.0,6.0,4.0,22115
Toyota,2003,138.0,4.0,2.0,25645
Toyota,2003,138.0,4.0,2.0,24645
Toyota,2004,138.0,4.0,2.0,25895
Toyota,2004,138.0,4.0,2.0,24895
Toyota,2005,138.0,4.0,2.0,26145
Toyota,2005,138.0,4.0,2.0,25145
Nissan,2012,265.0,6.0,2.0,44540
Nissan,2013,265.0,6.0,2.0,44540
Nissan,2014,265.0,6.0,2.0,41995
Nissan,2015,260.0,6.0,4.0,39000
Nissan,2015,260.0,6.0,4.0,38550
Nissan,2015,260.0,6.0,4.0,40600
Nissan,2015,260.0,6.0,4.0,36950
Nissan,2015,260.0,6.0,4.0,34220
Nissan,2015,260.0,6.0,4.0,29560
Nissan,2015,260.0,6.0,4.0,32620
Nissan,2015,260.0,6.0,4.0,31160
Nissan,2016,260.0,6.0,4.0,34400
Nissan,2016,260.0,6.0,4.0,39180
Nissan,2016,250.0,4.0,4.0,41730
Nissan,2016,260.0,6.0,4.0,32800
Nissan,2016,260.0,6.0,4.0,38730
Nissan,2016,260.0,6.0,4.0,29740
Nissan,2016,260.0,6.0,4.0,40780
Nissan,2016,260.0,6.0,4.0,31340
Nissan,2016,250.0,4.0,4.0,42180
Nissan,2016,260.0,6.0,4.0,37130
Nissan,2016,250.0,4.0,4.0,40130
Nissan,2016,250.0,4.0,4.0,43780
Nissan,2017,260.0,6.0,4.0,29740
Nissan,2017,260.0,6.0,4.0,31340
Nissan,2017,260.0,6.0,4.0,37130
Nissan,2017,260.0,6.0,4.0,38730
Nissan,2017,260.0,6.0,4.0,34400
Nissan,2017,260.0,6.0,4.0,32800
Nissan,2017,260.0,6.0,4.0,40780
Nissan,2017,260.0,6.0,4.0,39180
Ford,2015,435.0,8.0,2.0,41800
Ford,2015,300.0,6.0,2.0,29300
Ford,2015,310.0,4.0,2.0,34800
Ford,2015,310.0,4.0,2.0,25300
Ford,2015,435.0,8.0,2.0,46170
Ford,2015,435.0,8.0,2.0,32300
Ford,2015,300.0,6.0,2.0,23800
Ford,2015,310.0,4.0,2.0,29300
Ford,2015,435.0,8.0,2.0,36300
Ford,2016,435.0,8.0,2.0,36395
Ford,2016,435.0,8.0,2.0,32395
Ford,2016,300.0,6.0,2.0,24145
Ford,2016,310.0,4.0,2.0,35145
Ford,2016,310.0,4.0,2.0,29645
Ford,2016,435.0,8.0,2.0,41895
Ford,2016,300.0,6.0,2.0,29645
Ford,2016,310.0,4.0,2.0,25645
Ford,2017,310.0,4.0,2.0,25645
Ford,2017,300.0,6.0,2.0,24645
Ford,2017,310.0,4.0,2.0,29645
Ford,2017,435.0,8.0,2.0,42145
Ford,2017,435.0,8.0,2.0,36645
Ford,2017,310.0,4.0,2.0,35145
Ford,2017,435.0,8.0,2.0,32645
Mazda,2014,158.0,4.0,2.0,27505
Mazda,2014,158.0,4.0,2.0,30550
Mazda,2014,158.0,4.0,2.0,29265
Mazda,2014,167.0,4.0,2.0,26905
Mazda,2014,167.0,4.0,2.0,28665
Mazda,2014,158.0,4.0,2.0,25980
Mazda,2014,167.0,4.0,2.0,27550
Mazda,2014,167.0,4.0,2.0,23720
Mazda,2014,158.0,4.0,2.0,28650
Mazda,2014,167.0,4.0,2.0,29450
Mazda,2015,158.0,4.0,2.0,28650
Mazda,2015,167.0,4.0,2.0,27550
Mazda,2015,158.0,4.0,2.0,29265
Mazda,2015,167.0,4.0,2.0,23970
Mazda,2015,167.0,4.0,2.0,29450
Mazda,2015,158.0,4.0,2.0,30550
Mazda,2015,158.0,4.0,2.0,27505
Mazda,2015,167.0,4.0,2.0,26905
Mazda,2015,158.0,4.0,2.0,26230
Mazda,2015,167.0,4.0,2.0,32205
Mazda,2015,158.0,4.0,2.0,32655
Mazda,2015,167.0,4.0,2.0,28665
Mazda,2016,155.0,4.0,2.0,28600
Mazda,2016,155.0,4.0,2.0,26395
Mazda,2016,155.0,4.0,2.0,29330
Mazda,2016,155.0,4.0,2.0,31270
Mazda,2016,155.0,4.0,2.0,30065
Mazda,2016,155.0,4.0,2.0,24915
Lincoln,2015,365.0,6.0,4.0,65055
Lincoln,2015,365.0,6.0,4.0,67220
Lincoln,2015,365.0,6.0,4.0,61480
Lincoln,2015,365.0,6.0,4.0,63645
Lincoln,2016,380.0,6.0,4.0,63195
Lincoln,2016,380.0,6.0,4.0,69135
Lincoln,2016,380.0,6.0,4.0,65560
Lincoln,2016,380.0,6.0,4.0,73645
Lincoln,2016,380.0,6.0,4.0,74260
Lincoln,2016,380.0,6.0,4.0,66770
Lincoln,2016,380.0,6.0,4.0,71260
Lincoln,2017,380.0,6.0,4.0,65560
Lincoln,2017,380.0,6.0,4.0,71260
Lincoln,2017,380.0,6.0,4.0,66770
Lincoln,2017,380.0,6.0,4.0,63195
Lincoln,2017,380.0,6.0,4.0,69135
Lincoln,2017,380.0,6.0,4.0,73650
Lincoln,2017,380.0,6.0,4.0,74260
Dodge,2003,215.0,4.0,4.0,19450
Dodge,2003,132.0,4.0,4.0,13030
Dodge,2003,150.0,4.0,4.0,17085
Dodge,2003,132.0,4.0,4.0,15340
Dodge,2004,132.0,4.0,4.0,14315
Dodge,2004,150.0,4.0,4.0,17640
Dodge,2004,132.0,4.0,4.0,15800
Dodge,2004,225.0,4.0,4.0,20450
Dodge,2004,132.0,4.0,4.0,13490
Dodge,2004,132.0,4.0,4.0,16625
Dodge,2005,132.0,4.0,4.0,16110
Dodge,2005,132.0,4.0,4.0,13800
Dodge,2005,220.0,4.0,4.0,20700
Plymouth,2000,132.0,4.0,4.0,2000
Plymouth,2000,132.0,4.0,4.0,2044
Plymouth,2001,132.0,4.0,4.0,12715
Volkswagen,2008,150.0,5.0,2.0,20990
Volkswagen,2008,150.0,5.0,2.0,20525
Volkswagen,2008,150.0,5.0,2.0,24315
Volkswagen,2008,150.0,5.0,2.0,17475
Volkswagen,2008,150.0,5.0,2.0,18550
Volkswagen,2008,150.0,5.0,2.0,23240
Volkswagen,2008,150.0,5.0,2.0,25740
Volkswagen,2009,150.0,5.0,2.0,25990
Volkswagen,2009,150.0,5.0,2.0,18290
Volkswagen,2009,150.0,5.0,2.0,26990
Volkswagen,2009,150.0,5.0,2.0,19390
Volkswagen,2010,150.0,5.0,2.0,18690
Volkswagen,2010,150.0,5.0,2.0,27390
Volkswagen,2010,150.0,5.0,2.0,20390
Volkswagen,2010,150.0,5.0,2.0,19790
Volkswagen,2010,150.0,5.0,2.0,26390
Dodge,2009,210.0,6.0,4.0,26220
Dodge,2009,210.0,6.0,4.0,24560
Dodge,2009,210.0,6.0,4.0,22240
Dodge,2009,210.0,6.0,4.0,23900
Dodge,2010,210.0,6.0,4.0,23250
Dodge,2010,260.0,6.0,4.0,25750
Dodge,2010,210.0,6.0,4.0,23235
Dodge,2010,260.0,6.0,4.0,26750
Dodge,2010,210.0,6.0,4.0,21590
Dodge,2010,260.0,6.0,4.0,27410
Dodge,2010,260.0,6.0,4.0,28410
Dodge,2010,210.0,6.0,4.0,24895
Dodge,2011,260.0,6.0,4.0,28995
Dodge,2011,260.0,6.0,4.0,27245
Dodge,2011,260.0,6.0,4.0,27995
Dodge,2011,210.0,6.0,4.0,23995
Dodge,2011,210.0,6.0,4.0,21590
Dodge,2011,260.0,6.0,4.0,26245
Dodge,2011,210.0,6.0,4.0,23235
Dodge,2011,210.0,6.0,4.0,22245
Dodge,2011,210.0,6.0,4.0,24985
Dodge,2011,210.0,6.0,4.0,23340
Nissan,2015,131.0,4.0,4.0,21710
Nissan,2015,131.0,4.0,4.0,20720
Nissan,2016,131.0,4.0,4.0,21760
Nissan,2016,131.0,4.0,4.0,20870
Nissan,2017,131.0,4.0,4.0,22230
Nissan,2017,131.0,4.0,4.0,21330
Lexus,2015,235.0,4.0,4.0,35880
Lexus,2015,235.0,4.0,4.0,36580
Lexus,2015,235.0,4.0,4.0,37980
Lexus,2015,235.0,4.0,4.0,34480
Lexus,2016,235.0,4.0,4.0,34965
Lexus,2016,235.0,4.0,4.0,37065
Lexus,2016,235.0,4.0,4.0,36365
Lexus,2016,235.0,4.0,4.0,38465
Lexus,2017,235.0,4.0,4.0,38585
Lexus,2017,235.0,4.0,4.0,36485
Lexus,2017,235.0,4.0,4.0,37185
Lexus,2017,235.0,4.0,4.0,35085
Honda,2015,248.0,6.0,4.0,37775
Honda,2015,248.0,6.0,4.0,35775
Honda,2015,248.0,6.0,4.0,28975
Honda,2015,248.0,6.0,4.0,37375
Honda,2015,248.0,6.0,4.0,42030
Honda,2015,248.0,6.0,4.0,44600
Honda,2015,248.0,6.0,4.0,32275
Honda,2016,248.0,6.0,4.0,37650
Honda,2016,248.0,6.0,4.0,32550
Honda,2016,248.0,6.0,4.0,36050
Honda,2016,248.0,6.0,4.0,42305
Honda,2016,248.0,6.0,4.0,44875
Honda,2016,248.0,6.0,4.0,29400
Honda,2016,248.0,6.0,4.0,38050
Honda,2016,248.0,6.0,4.0,33500
Kia,2014,274.0,4.0,4.0,27500
Kia,2014,192.0,4.0,4.0,25500
Kia,2014,192.0,4.0,4.0,21500
Kia,2014,274.0,4.0,4.0,35300
Kia,2014,192.0,4.0,4.0,23950
Kia,2015,192.0,4.0,4.0,25790
Kia,2015,192.0,4.0,4.0,21840
Kia,2015,274.0,4.0,4.0,27700
Kia,2015,274.0,4.0,4.0,35500
Kia,2015,192.0,4.0,4.0,24340
Kia,2016,245.0,4.0,4.0,29940
Kia,2016,178.0,4.0,4.0,24140
Kia,2016,185.0,4.0,4.0,25140
Kia,2016,185.0,4.0,4.0,22140
Kia,2016,245.0,4.0,4.0,36040
Subaru,2015,175.0,4.0,4.0,30295
Subaru,2015,175.0,4.0,4.0,24895
Subaru,2015,175.0,4.0,4.0,25195
Subaru,2015,175.0,4.0,4.0,29995
Subaru,2015,256.0,6.0,4.0,32995
Subaru,2015,175.0,4.0,4.0,26995
Subaru,2015,175.0,4.0,4.0,27295
Subaru,2016,175.0,4.0,4.0,30695
Subaru,2016,256.0,6.0,4.0,33395
Subaru,2016,175.0,4.0,4.0,25295
Subaru,2016,175.0,4.0,4.0,27695
Subaru,2016,175.0,4.0,4.0,27395
Subaru,2016,175.0,4.0,4.0,24995
Subaru,2016,175.0,4.0,4.0,30395
Subaru,2017,175.0,4.0,4.0,35995
Subaru,2017,175.0,4.0,4.0,25645
Subaru,2017,256.0,6.0,4.0,34995
Subaru,2017,175.0,4.0,4.0,27695
Subaru,2017,256.0,6.0,4.0,38195
Subaru,2017,175.0,4.0,4.0,32390
Mitsubishi,2015,148.0,4.0,4.0,22195
Mitsubishi,2015,168.0,4.0,4.0,21295
Mitsubishi,2015,168.0,4.0,4.0,22695
Mitsubishi,2015,168.0,4.0,4.0,24995
Mitsubishi,2015,148.0,4.0,4.0,22795
Mitsubishi,2015,148.0,4.0,4.0,24195
Mitsubishi,2015,148.0,4.0,4.0,19595
Mitsubishi,2015,148.0,4.0,4.0,20795
Mitsubishi,2015,168.0,4.0,4.0,23595
Mitsubishi,2016,168.0,4.0,4.0,23995
Mitsubishi,2016,148.0,4.0,4.0,22195
Mitsubishi,2016,168.0,4.0,4.0,22695
Mitsubishi,2016,168.0,4.0,4.0,25395
Mitsubishi,2016,168.0,4.0,4.0,23895
Mitsubishi,2016,168.0,4.0,4.0,22495
Mitsubishi,2016,168.0,4.0,4.0,21295
Mitsubishi,2016,148.0,4.0,4.0,20795
Mitsubishi,2016,148.0,4.0,4.0,19595
Mitsubishi,2016,168.0,4.0,4.0,27395
Mitsubishi,2016,168.0,4.0,4.0,25995
Mitsubishi,2017,168.0,4.0,4.0,24195
Mitsubishi,2017,148.0,4.0,4.0,22495
Mitsubishi,2017,168.0,4.0,4.0,25695
Mitsubishi,2017,148.0,4.0,4.0,20995
Mitsubishi,2017,168.0,4.0,4.0,27695
Mitsubishi,2017,168.0,4.0,4.0,24195
Mitsubishi,2017,168.0,4.0,4.0,22695
Mitsubishi,2017,148.0,4.0,4.0,19795
Mitsubishi,2015,166.0,4.0,4.0,26195
Mitsubishi,2015,166.0,4.0,4.0,24195
Mitsubishi,2015,224.0,6.0,4.0,28195
Mitsubishi,2015,166.0,4.0,4.0,23195
Mitsubishi,2016,224.0,6.0,4.0,30995
Mitsubishi,2016,166.0,4.0,4.0,24995
Mitsubishi,2016,166.0,4.0,4.0,26995
Mitsubishi,2016,166.0,4.0,4.0,22995
Mitsubishi,2016,166.0,4.0,4.0,23995
Mitsubishi,2016,166.0,4.0,4.0,25995
Mitsubishi,2016,166.0,4.0,4.0,24995
Mitsubishi,2017,224.0,6.0,4.0,31695
Mitsubishi,2017,166.0,4.0,4.0,24495
Mitsubishi,2017,166.0,4.0,4.0,24995
Mitsubishi,2017,166.0,4.0,4.0,27495
Mitsubishi,2017,166.0,4.0,4.0,25495
Mitsubishi,2017,166.0,4.0,4.0,26495
Mitsubishi,2017,166.0,4.0,4.0,23495
Chrysler,2007,200.0,6.0,4.0,24460
Chrysler,2007,255.0,6.0,4.0,33775
Chrysler,2007,255.0,6.0,4.0,27600
Chrysler,2007,255.0,6.0,4.0,27550
Chrysler,2007,255.0,6.0,4.0,35825
Chrysler,2007,255.0,6.0,4.0,30250
Chrysler,2008,253.0,6.0,4.0,30310
Chrysler,2008,253.0,6.0,4.0,27225
Chrysler,2008,253.0,6.0,4.0,34150
Chrysler,2008,253.0,6.0,4.0,36195
Chrysler,2008,253.0,6.0,4.0,28265
Chrysler,2008,200.0,6.0,4.0,24635
Chrysler,2017,287.0,6.0,4.0,42495
Chrysler,2017,287.0,6.0,4.0,30495
Chrysler,2017,287.0,6.0,4.0,28595
Chrysler,2017,287.0,6.0,4.0,37895
Chrysler,2017,287.0,6.0,4.0,34495
Buick,2003,240.0,6.0,4.0,39725
Buick,2003,205.0,6.0,4.0,34600
Buick,2004,240.0,6.0,4.0,40425
Buick,2004,205.0,6.0,4.0,35250
Buick,2005,240.0,6.0,4.0,40730
Buick,2005,205.0,6.0,4.0,35555
Volkswagen,2015,170.0,4.0,4.0,26280
Volkswagen,2015,150.0,4.0,4.0,29125
Volkswagen,2015,170.0,4.0,4.0,22440
Volkswagen,2015,170.0,4.0,4.0,23995
Volkswagen,2015,150.0,4.0,4.0,30850
Volkswagen,2015,170.0,4.0,4.0,31790
Volkswagen,2015,170.0,4.0,4.0,24375
Volkswagen,2015,170.0,4.0,4.0,21340
Volkswagen,2015,150.0,4.0,4.0,33925
Volkswagen,2015,170.0,4.0,4.0,28105
Volkswagen,2015,170.0,4.0,4.0,26915
Volkswagen,2015,170.0,4.0,4.0,28115
Volkswagen,2015,280.0,6.0,4.0,35995
Volkswagen,2016,170.0,4.0,4.0,26280
Volkswagen,2016,170.0,4.0,4.0,34270
Volkswagen,2016,170.0,4.0,4.0,30495
Volkswagen,2016,170.0,4.0,4.0,24750
Volkswagen,2016,170.0,4.0,4.0,28410
Volkswagen,2016,170.0,4.0,4.0,23975
Volkswagen,2016,280.0,6.0,4.0,36835
Volkswagen,2016,170.0,4.0,4.0,22440
Volkswagen,2017,280.0,6.0,4.0,29295
Volkswagen,2017,170.0,4.0,4.0,27995
Volkswagen,2017,170.0,4.0,4.0,22440
Volkswagen,2017,170.0,4.0,4.0,23975
Volkswagen,2017,170.0,4.0,4.0,30995
Volkswagen,2017,170.0,4.0,4.0,25495
Volkswagen,2017,280.0,6.0,4.0,33995
Honda,2000,205.0,6.0,4.0,2452
Honda,2000,205.0,6.0,4.0,2879
Honda,2000,205.0,6.0,4.0,2715
Honda,2000,205.0,6.0,4.0,2668
Honda,2001,205.0,6.0,4.0,30500
Honda,2001,205.0,6.0,4.0,27300
Honda,2001,205.0,6.0,4.0,23000
Honda,2001,205.0,6.0,4.0,24150
Honda,2001,205.0,6.0,4.0,28050
Honda,2001,205.0,6.0,4.0,26800
Honda,2001,205.0,6.0,4.0,29250
Honda,2001,205.0,6.0,4.0,26150
Honda,2002,205.0,6.0,4.0,30900
Honda,2002,205.0,6.0,4.0,26450
Honda,2002,205.0,6.0,4.0,24450
Honda,2002,205.0,6.0,4.0,28450
Honda,2002,205.0,6.0,4.0,23300
Honda,2002,205.0,6.0,4.0,29550
Honda,2002,205.0,6.0,4.0,27600
Honda,2002,205.0,6.0,4.0,27100
Nissan,2015,260.0,6.0,4.0,29510
Nissan,2015,260.0,6.0,4.0,29780
Nissan,2015,260.0,6.0,4.0,37900
Nissan,2015,260.0,6.0,4.0,41560
Nissan,2015,260.0,6.0,4.0,34830
Nissan,2015,260.0,6.0,4.0,31200
Nissan,2015,260.0,6.0,4.0,34500
Nissan,2015,260.0,6.0,4.0,32810
Nissan,2015,260.0,6.0,4.0,36210
Nissan,2015,260.0,6.0,4.0,33140
Nissan,2015,260.0,6.0,4.0,43250
Nissan,2015,260.0,6.0,4.0,31470
Nissan,2016,260.0,6.0,4.0,33150
Nissan,2016,260.0,6.0,4.0,38100
Nissan,2016,260.0,6.0,4.0,41610
Nissan,2016,260.0,6.0,4.0,43300
Nissan,2016,260.0,6.0,4.0,29830
Nissan,2016,260.0,6.0,4.0,36410
Nissan,2016,260.0,6.0,4.0,34840
Nissan,2016,260.0,6.0,4.0,31520
Nissan,2017,284.0,6.0,4.0,37790
Nissan,2017,284.0,6.0,4.0,32980
Nissan,2017,284.0,6.0,4.0,36100
Nissan,2017,284.0,6.0,4.0,30290
Nissan,2017,284.0,6.0,4.0,42070
Nissan,2017,284.0,6.0,4.0,34670
Nissan,2017,284.0,6.0,4.0,43760
Nissan,2017,284.0,6.0,4.0,31980
Volkswagen,2004,335.0,8.0,4.0,64600
Volkswagen,2005,335.0,8.0,4.0,66950
Volkswagen,2005,335.0,8.0,4.0,74600
Volkswagen,2006,335.0,8.0,4.0,66700
Volkswagen,2006,335.0,8.0,4.0,74350
Honda,2015,250.0,6.0,4.0,33720
Honda,2015,250.0,6.0,4.0,40020
Honda,2015,250.0,6.0,4.0,36970
Honda,2015,250.0,6.0,4.0,33120
Honda,2015,250.0,6.0,4.0,41620
Honda,2015,250.0,6.0,4.0,38970
Honda,2015,250.0,6.0,4.0,31470
Honda,2015,250.0,6.0,4.0,34720
Honda,2015,250.0,6.0,4.0,36970
Honda,2015,250.0,6.0,4.0,35370
Honda,2015,250.0,6.0,4.0,29870
Honda,2015,250.0,6.0,4.0,32120
Honda,2015,250.0,6.0,4.0,37370
Honda,2015,250.0,6.0,4.0,38570
Honda,2016,280.0,6.0,4.0,39455
Honda,2016,280.0,6.0,4.0,46570
Honda,2016,280.0,6.0,4.0,38855
Honda,2016,280.0,6.0,4.0,37855
Honda,2016,280.0,6.0,4.0,33580
Honda,2016,280.0,6.0,4.0,36055
Honda,2016,280.0,6.0,4.0,31945
Honda,2016,280.0,6.0,4.0,37055
Honda,2016,280.0,6.0,4.0,30145
Honda,2016,280.0,6.0,4.0,34380
Honda,2016,280.0,6.0,4.0,32580
Honda,2016,280.0,6.0,4.0,35380
Honda,2016,280.0,6.0,4.0,41170
Honda,2016,280.0,6.0,4.0,42970
Honda,2016,280.0,6.0,4.0,37655
Honda,2017,280.0,6.0,4.0,39255
Honda,2017,280.0,6.0,4.0,36455
Honda,2017,280.0,6.0,4.0,39855
Honda,2017,280.0,6.0,4.0,38055
Honda,2017,280.0,6.0,4.0,47070
Honda,2017,280.0,6.0,4.0,33030
Honda,2017,280.0,6.0,4.0,37455
Honda,2017,280.0,6.0,4.0,38255
Honda,2017,280.0,6.0,4.0,34830
Honda,2017,280.0,6.0,4.0,32395
Honda,2017,280.0,6.0,4.0,41670
Honda,2017,280.0,6.0,4.0,35830
